title,composer,duration,fileVersion,hasHarmonies,hasLyrics,keysig,lyrics,measures,mscoreVersion,pageFormatHeight,pageFormatTwosided,pageFormatWidth,pages,poet,previousSource,subtitle,tempo,tempoText,timesig,partName,instrumentId,hasPitchedStaff,program,titles,subtitles,composers,poets,yt_id,syncpoint_count,cropped_duration,gpx_name,ss_artist,scorehash,video_title,video_description,channel_name,view_count,thumbnail_path,,ComposerName,WorkName,ComposerName,,f-measure,f-measure-static,composer_name_normalized,composer_url,composer_nationality,composer_born,composer_died,performer_name,performer_gender,performer_nationality,performer_social_media
BWV 528 Andante,Music by Arr: Edson Lopes,344,420,FALSE,FALSE,0,,45,,297,TRUE,210,6,,,"www.classclef.com
Johann Sebastian Bach (1685-1750)
from Organ Sonata No. 4",32,<sym>metNoteQuarterUp</sym> = 32,4/4,Nylon Guitar,cavaquinho,TRUE,24,BWV 528 Andante,"www.classclef.com
Johann Sebastian Bach (1685-1750)
from Organ Sonata No. 4",Music by Arr: Edson Lopes,,ItvIb4PjyeI,50,384,bach-bwv538-andante,,nSswc,"Edson Lopes plays BACH: Andante, BWV 528","Edson Lopes plays ANDANTE (Organ Sonata No. 4, BWV 528) by Johann Sebastian Bach

Join Edson's Patreon community at: www.patreon.com/edsonlopes

Sheet Music (Partitura):
https://drive.google.com/file/d/1Tt8FYt16XzMlAh6Y76L3BkUBXk2yJrSZ/view?usp=share_link

Audio:
https://drive.google.com/drive/folders/1XIbse94kWWGU4lLaNoNT1PlOJ1LM8FyQ?usp=share_link

More score for Guitar Solo and Chamber Music:
https://tinyurl.com/guitarmusicweb

Edited works:
https://www.musicnotes.com/l/Edson_Lopes

Transcribed:
Edson Lopes

Level: 
Advanced

Guitar: 
Martin Woodhouse, 2010 (England)
Model: Torres
http://www.woodhouse-guitars.co.uk

Guitar Support:
Pompeo Apoio Ergonômico
https://www.apoiopompeo.com.br

Strings: 
D'Addario Classical Strings
http://www.daddario.com
Special strings: XT Classical
https://www.daddario.com/products/guitar/classical-guitar/xt-classical/

Johann Sebastian Bach (Biography):
https://en.wikipedia.org/wiki/Johann_Sebastian_Bach
https://de.wikipedia.org/wiki/Johann_Sebastian_Bach
https://pt.wikipedia.org/wiki/Johann_Sebastian_Bach

#EdsonLopes
#GuitarByMasters",Edson Lopes,7777,yt_thumbnails/ItvIb4PjyeI.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.96,0.96,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,Edson Lopes,male,unknown,{'patreon': 'www.patreon.com/edsonlopes'}
Zacatín (Farruca),,92,420,FALSE,FALSE,1,,70,,297,TRUE,210,3,Words by Revised and Fingering: Gabriel Estarellas,,"www.classclef.com
Ángel Barrios (1882–1964)",90,Allegretto tranquilo <sym>metNoteQuarterUp</sym> = 90,1/8,Nylon Guitar,cavaquinho,TRUE,24,Zacatín (Farruca),"www.classclef.com
Ángel Barrios (1882–1964)",,Words by Revised and Fingering: Gabriel Estarellas,6PGtVj3O0NE,82,117,zacatin-angel-barrios,,tSswc,Ángel BARRIOS - Zacatín (Farruca) ~ Takashi IWAGAMI,"Ángel Barrios (1882-1964) : Zacatín (Farruca) by Takashi Iwagami.   
 アンヘル・バリオス：サカティン (ファルッカ) 岩神 卓、ギター。",Takashi Iwagami,4321,yt_thumbnails/6PGtVj3O0NE.jpg,,Ángel Barrios (1882–1964),,Ángel Barrios (1882–1964),Ángel Barrios,0.79,0.79,Ángel Barrios,https://en.wikipedia.org/wiki/%C3%81ngel_Barrios,Spanish,1882,1964,Takashi Iwagami,male,Spanish,
BWV 1004 Gigue,Music by Arr: Stefan Apke,320,420,FALSE,FALSE,-1,,43,,297,TRUE,210,5,,,"www.classclef.com
Johann Sebastian Bach (1685-1750)
Violin Partita No 2 in D minor ",90,<sym>metNoteQuarterUp</sym> = 90,1/8,Gigue In Dm,electric-guitar,TRUE,30,BWV 1004 Gigue,"www.classclef.com
Johann Sebastian Bach (1685-1750)
Violin Partita No 2 in D minor ",Music by Arr: Stefan Apke,,T2jWWkatpA0,45,195,bach-bwv-1004-giga,,gSswc,"JS Bach's ""Violin Partita no. 2 in D minor BWV 1004: Gigue"" by Yuri Liberzon on a 1955 Ignacio Fleta","Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 1955 Ignacio Fleta SP/IN (ex Theodore Bikel) - https://www.guitarsalon.com/product/1955-ignacio-fleta-sp-in-ex-theodore-bikel

Here's Yuri Liberzon performing his arrangement of ""Gigue"" from the ""Violin Partita no. 2 in D minor BWV 1004"" by Johann Sebastian Bach on a 1955 Ignacio Fleta (ex Theodore Bikel) classical guitar made with spruce top and Indian rosewood back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from the monetization of this video go to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,14216,yt_thumbnails/T2jWWkatpA0.jpg,,Johann Sebastian Bach (1685-1750),,Johann Sebastian Bach (1685-1750),Johann Sebastian Bach,0.18,0.18,Johann Sebastian Bach,https://imslp.org/wiki/Category%3ABach%2C%20Johann%20Sebastian,German,1685,1750,Yuri Liberzon,male,unknown,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}"
Estudio Brillante,,124,420,FALSE,FALSE,3,,62,,297,TRUE,210,6,,,"www.classclef.com
Francisco Tarrega (1850-1909)",85,<sym>metNoteQuarterUp</sym> = 85,2/4,Steel Guitar,cavaquinho,TRUE,25,Estudio Brillante,"www.classclef.com
Francisco Tarrega (1850-1909)",,,CVVXz6D48gk,88,142,Estudio Brillante by Francisco Tarrega,,vSswc,Tárrega -Estudio Brillante de Alard-Alfonso Bekes (Video Casero),"El estudio brillante de Tárrega grabado una mañana invernal de estudio en casa. 
Mejorando la calidad del audio. Es un video de prueba.",Alfonso Bekes,49564,yt_thumbnails/CVVXz6D48gk.jpg,,Francisco Tarrega (1850-1909),,Francisco Tarrega (1850-1909),Francisco Tarrega,0.99,0.99,Francisco Tarrega,https://imslp.org/wiki/Category%3AT%C3%A1rrega%2C%20Francisco,Spanish,1852,1909,Alfonso Bekes,male,,
Malgré tout,,198,420,FALSE,FALSE,1,,51,,297,TRUE,210,2,Words by Arr. Richard Yates,,"www.classclef.com
Manuel Ponce (1882-1948)
(A Pesar de Todo)",50,<sym>metNoteQuarterUp</sym> = 50,2/4,Nylon Guitar,cavaquinho,TRUE,24,Malgré tout,"www.classclef.com
Manuel Ponce (1882-1948)
(A Pesar de Todo)",,Words by Arr. Richard Yates,o_bRT3n6BJY,94,273,a-pesar-de-todo-manuel-ponce,,SSswc,Manuel Maria Ponce:   Malgré tout  (A Pesar de Todo),Transcription by Richard Yates. Guitare made by Steve Ganz - ganzguitars.com,Alain Reiher,3424,yt_thumbnails/o_bRT3n6BJY.jpg,,Manuel Ponce (1882-1948),,Manuel Ponce (1882-1948),Manuel Ponce,0.89,0.89,Manuel Ponce,https://imslp.org/wiki/Category%3APonce%2C%20Manuel,Mexican,1882,1948,Alain Reiher,male,,
El Elegante,Music by Arr: Stefan Apke,289,420,FALSE,FALSE,3,,171,,297,TRUE,210,4,,,"www.classclef.com
Jose Broca (1805-1882)
Vals",80,Andantino <sym>metNoteQuarterUp</sym> = 80,3/4,Nylon Guitar,cavaquinho,TRUE,24,El Elegante,"www.classclef.com
Jose Broca (1805-1882)
Vals",Music by Arr: Stefan Apke,,nBH2mi2IcH0,186,262,broca-el-elegante,,pSswc,El Elegante by José Brocá,Thanks for watching!,jnclassicalguitarist,23062,yt_thumbnails/nBH2mi2IcH0.jpg,,Jose Broca (1805-1882),,Jose Broca (1805-1882),Jose Broca,0.91,0.91,Jose Broca,https://imslp.org/wiki/Category%3ABroca%2C%20Jos%C3%A9,Spanish,1805,1882,Unknown,female,unknown,{'instagram': 'jnclassicalguitarist'}
Etude N°2,,98,420,FALSE,FALSE,3,,27,,297,TRUE,210,3,,,"www.classclef.com
Heitor Villa Lobos (1887-1959)
des arpèges",90,<sym>metNoteQuarterUp</sym> = 90,4/4,Piste 1,cavaquinho,TRUE,25,Etude N°2,"www.classclef.com
Heitor Villa Lobos (1887-1959)
des arpèges",,,rplYnRTPzjo,56,107,Etude No 2 by Heitor Villa Lobos,,Npswc,Etude No. 2 by Villa-Lobos - Tomasz Fechner plays 2018 Sergio Perez,"Enjoyed the video? Leave a Tip for Tomasz Fechner: https://link.cicadamusic.net/tomek-gsi

Guitar: 2018 Sergio Perez ‘Segovia’
(https://tinyurl.com/yacufmoa)

To celebrate the upcoming holidays, we thought it would be fun to do “The 12 Days of Villa-Lobos Etudes” and release a different etude played by Tomasz Fechner every day! Here he is with Etude No. 2 on an beautiful 2018 Sergio Perez ‘Segovia’ with a Spruce top and African Rosewood back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/  #gsi #friendsofgsi #classicalguitar",Guitar Salon International,38414,yt_thumbnails/rplYnRTPzjo.jpg,,Heitor Villa Lobos (1887-1959),,Heitor Villa Lobos (1887-1959),Heitor Villa Lobos,0.96,0.96,Heitor Villa Lobos,https://imslp.org/wiki/Category%3AVilla-Lobos%2C%20Heitor,Brazilian,1887,1959,Tomasz Fechner,male,Unknown,"{'website': 'http://www.guitarsalon.com/', 'youtube': None, 'facebook': None, 'twitter': None, 'instagram': None}"
Pavan IV,,62,420,FALSE,FALSE,2,,31,,297,TRUE,210,1,,,"from El Maestro
Luys Milan (16th century)",120,<sym>metNoteQuarterUp</sym> = 120,4/4,Nylon Guitar,cavaquinho,TRUE,25,Pavan IV,"from El Maestro
Luys Milan (16th century)",,,bo3JD66QStk,33,513,Pavan IV by Luys Milan,,cpswc,Six Pavans by Luis de Milan for Classical Guitar,"Six Pavans by Luis de Milán (c.1500-1561), arranged for guitar.

➔ PDF Sheet Music or Tab: https://www.thisisclassicalguitar.com/six-pavans-luis-de-milan-guitar/

Six Pavans by Luis de Milán (c.1500-1561) - Originally for vihuela. Sheet Music arranged for Classical Guitar with Notation-Only Edition, TAB Edition, and Unfingered Edition. Regular guitar tuning. Mixed levels (see link).

0:00 Pavana No.1 
1:24 Pavana No.2 
3:04 Pavana No.3 
4:51 Pavana No.4 
6:13 Pavana No.5 
7:14 Pavana No.6

The six pavans (pavanes, or pavanas) by Luis de Milán (c.1500-1561), also Luys Milán, come from his Libro de música de vihuela de mano intitulado El Maestro (1536). One of the first published music collections for the vihuela de mano. There are many editions of this music available but this edition focuses on voice leading and legato connection in imitation of vocal works of the era. Low quality editions often ignore the vocal quality and complexity of the music resulting in fingering choices that simplify the music to the point chord playing. This edition has been fingered specifically to create beautiful musical lines and voice independence. This doesn't always make for easy fingerings but the musical result is worth it.

★ Special thanks to all my Patreon Supporters and especially to:
★ Producers: Joseph Adamson, Mark Cohen, Daniel O’Connor, David Elliott, Don Francis, Marc Garnick, Philippe Gonzalez, Richard Groomer, Rene Perrin
★ Patrons: Bruno Bertucci, Marie Carr, Charles Coutret, Douglas Davis, Larry Earles, Hayes Hatfield, John McGlaughlin, Derrick Mickle, Barbara Naschold, Art Peterson, George Rowan, Adam Trosterman, John Schneider, Timothy Schorre, Donald Turbeville, Bob Zickler

➔ SUPPORT THE SITE & LESSONS: https://www.thisisclassicalguitar.com/donate-support/

➔ WEBSITE: https://www.thisisclassicalguitar.com

➔ FREE LESSONS: https://www.thisisclassicalguitar.com/lessons/

➔ FREE SHEET MUSIC & TAB: https://www.thisisclassicalguitar.com/sheet-music-for-classical-guitar/

➔ GEAR, STRINGS: https://www.thisisclassicalguitar.com/classical-guitar-store-reviews/

Thanks for watching!

#guitar #classicalguitar #guitarlesson #classicalguitarlesson #milan",This is Classical Guitar,22715,yt_thumbnails/bo3JD66QStk.jpg,,Luys Milan (16th century),,Luys Milan (16th century),Luys Milan,0.96,0.96,Luys Milan,https://imslp.org/wiki/Category%3AMil%C3%A1n%2C%20Luis,Spanish,1500,1561,Bradford Werner,male,,"{'website': 'https://www.thisisclassicalguitar.com', 'patreon': 'https://www.patreon.com/thisisclassicalguitar'}"
J'aime,,128,420,FALSE,FALSE,1,,58,,297,TRUE,210,2,,,"www.classclef.com
Maira Linnemann
for Bea and Harold",120,<sym>metNoteQuarterUp</sym> = 120,3/4,Nylon Guitar,cavaquinho,TRUE,24,J'aime,"www.classclef.com
Maira Linnemann
for Bea and Harold",,,YZNS8-au3Zo,90,156,linnemann-jaime,,Vpswc,J'Aime',"This guitar solo is now published by Ricordi in: ""Quiet Waters"" (Sy2888).  It carries the dedication  to my good friends Bea Borm and Harald Bürgstein on the occasion of their wedding. 
The beginning is accompanied by a little corner of the Neuberger See.
Most of the photos from my Chile days (the mid-1980s) have been lost, but I found a few and decided to  add them here; they are a precious memory of unforgettable times.",Maria Linnemann,11601,yt_thumbnails/YZNS8-au3Zo.jpg,,Maira Linnemann,,Maira Linnemann,Maira Linnemann,0.99,0.99,Maira Linnemann,https://en.wikipedia.org/wiki/Maria_Linnemann,German,1947,,Maria Linnemann,female,unknown,{}
Oración,,167,420,FALSE,FALSE,2,,36,,297,TRUE,210,2,,,"www.classclef.com
Maria Linnemann
Prayer for a Lost Loved One",70,<sym>metNoteQuarterUp</sym> = 70,1/4,Nylon Guitar,cavaquinho,TRUE,24,Oración,"www.classclef.com
Maria Linnemann
Prayer for a Lost Loved One",,,Wo_nI7mPnfw,55,174,linnemann-oracion,,Mpswc,"Maria Linnemann - Oración (Uros Baric, guitar)","Guitar: Michele Della Giustina (2001)
Strings: Augustine Classic Blue

Support channel by using my favorite gear affiliate links (at no cost to you):

Cordoba GK Studio https://bit.ly/4aKvti8
Augustine Classic Blue https://bit.ly/3NMcuKc
Augustine Imperial Blue https://bit.ly/3H18e65
Augustine Regal Blue https://bit.ly/48iboOx
Ergoplay https://bit.ly/3NNotr4
Tuner https://bit.ly/41HRv16
Capo https://bit.ly/48BkaHm

Schoeps CMC6/MK21 Stereo Set https://bit.ly/47lgZ5p
Neumann KM184 Stereo Set https://bit.ly/3TMihmZ
Metric Halo ULN-8 https://bit.ly/3RC15Oc
Headphones https://bit.ly/48ATSoD
Monitors https://bit.ly/3tGhrO2
Mic Stand https://bit.ly/41LQYey
Stereo Bar https://bit.ly/4aIWxhR
Shockmounts https://bit.ly/3viia8p
MixPre-6 Field Recorder https://bit.ly/41Jo52t

Blackmagic Pocket 4K https://bit.ly/3TLzzRl
Olympus 12-40mm f/2.8 https://amzn.to/3tGdx7L
Meike Cine 16mm MFT https://amzn.to/3NNdkqh
Metabones Nikon-MFT https://amzn.to/3TLDbmn
Sigma ART 18-35mm f/1.8 Nikon https://amzn.to/4aFcJki
Blackmagic ATEM Mini Pro ISO https://bit.ly/3RNfHKY
Fujifilm X-T30 II https://amzn.to/3veT6iE
Fujifilm 16mm f/2.8
Sigma 18-50 f/2.8 Fuji X https://amzn.to/4aGl4nO
NISI Swift Filter Kit https://amzn.to/4aJn9PW
Deity TC-1 Kit https://amzn.to/3RNiRhE
Camera Strap https://amzn.to/3S3VdPl
Tripod https://bit.ly/48GJwno

Travel Headphones https://amzn.to/3H3bgqk
AirPods https://amzn.to/3S4HmZ2
Computer https://amzn.to/41JroXr
Monitor https://amzn.to/3vggEDM
SSD https://amzn.to/3H5fEFj
Mouse https://amzn.to/420aJiN
Trackpad https://amzn.to/47BAbwd

Follow me:
https://urosbaric.com
https://barosrecords.com
https://guitarise.com
https://virtualguitarorchestra.com

Recorded with Schoeps CMC6/MK21 microphones. Preamps/converters: Metric Halo ULN-8.

Video: Blackmagic Pocket Cinema Camera 4K with Meike Cine 16mm T/2.2, Pocket Cinema Camera OG with Sigma ART 30mm f/1.4 and Fujifilm X-T30 with Sigma 18-50mm F2.8 DC DN.",Uros Baric,10189,yt_thumbnails/Wo_nI7mPnfw.jpg,,Maria Linnemann,,Maria Linnemann,Maria Linnemann,0.92,0.92,Maria Linnemann,https://en.wikipedia.org/wiki/Maria_Linnemann,German,1947,,Uros Baric,male,unknown,{'website': 'https://urosbaric.com'}
Nocturne,,227,420,FALSE,FALSE,4,,36,,297,TRUE,210,4,,,"www.classclef.com
Frederic Chopin (1810-1849)
Opus 9 No 2",56,<sym>metNoteQuarterUp</sym> = 56,1/8,Nylon Guitar,cavaquinho,TRUE,24,Nocturne,"www.classclef.com
Frederic Chopin (1810-1849)
Opus 9 No 2",,,fIL1Vl78tpI,47,312.801,Opus 9 No 2 Nocturne by Frederic Chopin,,kpswc,Frederic Chopin - Nocturne Op 9 No 2 on Guitar,"Frederic Chopin - Nocturne Op 9 No 2 on Guitar
Arranged for Guitar by K. Minami

http://marcelinoponty.wordpress.com/",marcelino ponty,289482,yt_thumbnails/fIL1Vl78tpI.jpg,,Frederic Chopin (1810-1849),,Frederic Chopin (1810-1849),Frederic Chopin,0.93,0.93,Frederic Chopin,https://imslp.org/wiki/Category%3AChopin%2C%20Fr%C3%A9d%C3%A9ric,Polish,1810,1849,Marcelino Ponty,male,unknown,{'wordpress': 'http://marcelinoponty.wordpress.com'}
Cradle song,,173,420,FALSE,FALSE,2,,67,,297,TRUE,210,3,,,"www.classclef.com
Sergio Assad",94,Andante <sym>metNoteQuarterUp</sym> = 94,4/4,Nylon Guitar,cavaquinho,TRUE,24,Cradle song,"www.classclef.com
Sergio Assad",,,pJtNb_KhAiU,85,235,assad-cradle,,wpswc,Cradle Song by Sergio Assad played by Charles Mokotoff,,Charles Mokotoff,1037,yt_thumbnails/pJtNb_KhAiU.jpg,,Sergio Assad,,Sergio Assad,Sergio Assad,0.92,0.92,Sergio Assad,https://en.wikipedia.org/wiki/S%C3%A9rgio_Assad,Brazilian,1952,,Charles Mokotoff,male,,
Ebony Samba,,141,420,FALSE,FALSE,0,,44,,297,TRUE,210,2,,,"www.classclef.com
Luiz Bonfa (1922-2001)
Sambanegro",120,<sym>metNoteQuarterUp</sym> = 120,2/2,Nylon,cavaquinho,TRUE,24,Ebony Samba,"www.classclef.com
Luiz Bonfa (1922-2001)
Sambanegro",,,Va1krTzlzoc,76,158,bonfa-ebony-samba,,Ypswc,Luiz Bonfá - Ebony Samba,"Ebony Samba, by Luiz Bonfá (1922-2001).  Arrangement taken from this book:  https://www.halleonard.com/product/378821/the-brazilian-masters--2nd-edition

Guitar:  2017 Michael Thames

If you enjoyed this video, please subscribe to my channel for more educational guitar content!

🌎 https://www.stevenkennedyguitar.com/

For lessons and concert bookings, please contact me here
👉https://www.stevenkennedyguitar.com/contact👈

🍎 iTunes:  https://music.apple.com/us/album/peque%C3%B1o-vals-para-florencia/786979897
📸 Instagram:  https://www.instagram.com/skennedyguitar/
🐦 Twitter:  https://twitter.com/skennedyguitar
💵 Tip Jar:  https://paypal.me/stevenkennedyguitar?locale.x=en_US",Steven Kennedy,2391,yt_thumbnails/Va1krTzlzoc.jpg,,Luiz Bonfa (1922-2001),,Luiz Bonfa (1922-2001),Luiz Bonfa,0.97,0.97,Luiz Bonfa,https://imslp.org/wiki/Category%3ABonf%C3%A1%2C%20Luiz,Brazilian,1922,2001,Steven Kennedy,male,unknown,"{'website': 'https://www.stevenkennedyguitar.com/', 'instagram': 'https://www.instagram.com/skennedyguitar/', 'twitter': 'https://twitter.com/skennedyguitar'}"
The Mermaid and the Fisher,,109,420,FALSE,FALSE,1,,43,,297,TRUE,210,2,,,"www.classclef.com
Maria Linnemann
Norwegian Miniatures No. 1",120,<sym>metNoteQuarterUp</sym> = 120,1/8,Nylon Guitar,cavaquinho,TRUE,24,The Mermaid and the Fisher,"www.classclef.com
Maria Linnemann
Norwegian Miniatures No. 1",,,ntW_F8SrW5Q,69,141,linnemann-mermaid,,lpswc,The Mermaid and the Fisher (Maria Linnemann),"The Mermaid and the Fisher is part of the three norwegian miniatures which Maria Linnemann composed on guitar. I love the atmosphere of these landscape like folkish music. 

Join our community on discord! 
🌍https://discord.gg/8bKS4d9Z8j

❤️https://www.patreon.com/beatrixguitar
💸https://www.paypal.com/paypalme/beatrixguitar
📦 https://www.etsy.com/shop/BeatrixGuitarStudio
📸https://www.instagram.com/beatrixguitar
🎵 https://open.spotify.com/artist/2Ps3pKjZbc1u2LwFLA0UbX
🎥 https://www.twitch.tv/beatrixguitar

This is my very first edit, but this unusual year inspired me to get new skills. 

Thank you for your attention, have a nice one!",Beatrix Kovács,13344,yt_thumbnails/ntW_F8SrW5Q.jpg,,Maria Linnemann,,Maria Linnemann,Maria Linnemann,0.94,0.94,Maria Linnemann,https://en.wikipedia.org/wiki/Maria_Linnemann,German,1947,,Beatrix Kovács,female,unknown,"{'patreon': 'https://www.patreon.com/beatrixguitar', 'paypal': 'https://www.paypal.com/paypalme/beatrixguitar', 'etsy': 'https://www.etsy.com/shop/BeatrixGuitarStudio', 'instagram': 'https://www.instagram.com/beatrixguitar', 'spotify': 'https://open.spotify.com/artist/2Ps3pKjZbc1u2LwFLA0UbX', 'twitch': 'https://www.twitch.tv/beatrixguitar'}"
Sonata (Opus 61),Music by Andres Segovia,206,420,FALSE,FALSE,0,,63,,297,TRUE,210,3,Words by Fingering by,,"www.classclef.com
Joaquin Turina (1882 -1949)
II Andante",55,<sym>metNoteQuarterUp</sym> = 55,3/4,Nylon Guitar,cavaquinho,TRUE,24,Sonata (Opus 61),"www.classclef.com
Joaquin Turina (1882 -1949)
II Andante",Music by Andres Segovia,Words by Fingering by,BJgUiK8UysQ,68,676,turina-sonata-2-andante,,zpswc,"Joaquin Turina ""Sonata"" op.61 played by Roman Viazovskiy","Roman Viazovskiy plays for Ukranian TV  his program ""Wanderer in time"" (""Zeitenwanderer"")",TheUkrtv,104214,yt_thumbnails/BJgUiK8UysQ.jpg,,Joaquin Turina (1882 -1949),,Joaquin Turina (1882 -1949),Joaquin Turina,0.37,0.37,Joaquin Turina,https://imslp.org/wiki/Category%3ATurina%2C%20Joaqu%C3%ADn,Spanish,1882,1949,Roman Viazovskiy,male,Ukrainian,{'youtube': 'TheUkrtv'}
Sonata K466 L18,Music by Arr:  Gerard Abiton,240,420,FALSE,FALSE,-2,,76,,297,TRUE,210,6,,,"www.classclef.com
Domenico Scarlatti (1685-1757)",110,Andante moderato <sym>metNoteQuarterUp</sym> = 110,4/4,Nylon Guitar,cavaquinho,TRUE,24,Sonata K466 L18,"www.classclef.com
Domenico Scarlatti (1685-1757)",Music by Arr:  Gerard Abiton,,GBf0oczismw,104,221,scarlatti-k466,,Rpswc,"Scarlatti Domenico Sonata K466, played by Thu Le, on Alma Guitar","Thu Le plays Sonata K466 by Scarlatti Domenico (transcribed by Gerard Abiton), on Alma guitar
Recorded at GuitarSStudio
Video producer Dustin Hoang",Thu Le,43243,yt_thumbnails/GBf0oczismw.jpg,,Domenico Scarlatti (1685-1757),,Domenico Scarlatti (1685-1757),Domenico Scarlatti,0.94,0.94,Domenico Scarlatti,https://imslp.org/wiki/Category%3AScarlatti%2C%20Domenico,Italian,1685,1757,Thu Le,female,,
Invierno Porteño,,363,420,FALSE,FALSE,3,,124,,297,TRUE,210,8,Words by Transcribed by Sergio Assad,,"www.classclef.com
Astor Piazzolla (1921-1992)",30,<sym>metNoteQuarterUp</sym> = 30,4/4,Nylon Guitar,cavaquinho,TRUE,24,Invierno Porteño,"www.classclef.com
Astor Piazzolla (1921-1992)",,Words by Transcribed by Sergio Assad,ldoXDLA9uFs,146,405,piazzolla-invierno-porteno,,Zpswc,"Ástor Piazzolla's ""Invierno Porteño"" played by Mateusz Kowalski on a 2019 Pavel Gavryushov","Download a FREE pdf of Capricho Árabe arranged by Agustín Barrios here! https://tinyurl.com/y5cm7byv
 
Instagram: https://www.instagram.com/guitarsaloninternational/
Facebook: https://www.facebook.com/guitarsalon
Twitter: https://twitter.com/guitarsalon

Guitar: 2019 Pavel Gavryushov CD/AR (https://tinyurl.com/swcorde)

Here's Mateusz Kowalski performing Ástor Piazzolla's ""Invierno Porteño"" on a 2019 Pavel Gavryushov classical guitar made with cedar for the soundboard and African rosewood for the back and sides. Recorded at the Guitar Salon International showroom in Santa Monica, CA.

Huge thanks to the folks at Apogee Electronics (ApogeeDigital.com) for the use of their Ensemble interface in these recordings.

http://www.guitarsalon.com/

All proceeds from monetization of this video goes to the GSI Foundation, a non-profit organization that raises money to support music education in public schools. Visit our site for more information: https://www.gsifoundation.org/

#friendsofgsi #classicalguitar #guitarsaloninternational #gsi",Guitar Salon International,50928,yt_thumbnails/ldoXDLA9uFs.jpg,,Astor Piazzolla (1921-1992),,Astor Piazzolla (1921-1992),Astor Piazzolla,0.37,0.37,Astor Piazzolla,https://imslp.org/wiki/Category%3APiazzolla%2C%20Astor,Argentine,1921,1992,Mateusz Kowalski,male,Polish,"{'instagram': 'https://www.instagram.com/guitarsaloninternational/', 'facebook': 'https://www.facebook.com/guitarsalon', 'twitter': 'https://twitter.com/guitarsalon'}"
Adagio,Music by Trancription. Edson Lopes,344,420,FALSE,FALSE,1,,115,,297,TRUE,210,5,,,"www.classclef.com
Tomaso Albinoni (1671-1751)
in G Minor",36,<sym>metNoteQuarterUp</sym> = 36,3/4,guitare,cavaquinho,TRUE,24,Adagio,"www.classclef.com
Tomaso Albinoni (1671-1751)
in G Minor",Music by Trancription. Edson Lopes,,z4kGeOrDtAE,126,389,Adagio In G Minor by Tomaso Albinoni,,Fpswc,T. Albinoni: Adagio (in G minor) by Edson Lopes,"Edson Lopes plays Adagio (in G minor) by Tomaso Albinoni

Sheet Music: 
https://www.musicnotes.com/sheetmusic/mtd.asp?ppn=MN0218108

More score for Guitar:
https://tinyurl.com/guitarmusicweb

Transcribed:
Edson Lopes

Level: 
Advanced

Guitar: 
Andrea Tacchi, 2014 (Italy)
Model: Enrique Garcia
https://www.facebook.com/andrea.tacchi.50

Patreon support:
http://www.patreon.com/edsonlopes

Strings: 
D'Addario Classical Strings
http://www.daddario.com",Edson Lopes,179538,yt_thumbnails/z4kGeOrDtAE.jpg,,Tomaso Albinoni (1671-1751),,Tomaso Albinoni (1671-1751),Tomaso Albinoni,0.94,0.94,Tomaso Albinoni,https://imslp.org/wiki/Category%3AAlbinoni%2C%20Tomaso,Italian,1671,1751,Edson Lopes,male,Brazilian,{'facebook': 'https://www.facebook.com/edsonlopes'}
